nonAMP_3170	nonAMP_3170
nonAMP_3170	nonAMP_7744
nonAMP_3173	nonAMP_3173
nonAMP_3173	nonAMP_6805
nonAMP_3181	nonAMP_3181
nonAMP_3181	nonAMP_2176
nonAMP_3183	nonAMP_3183
nonAMP_3187	nonAMP_3187
nonAMP_3188	nonAMP_3188
nonAMP_3189	nonAMP_3189
nonAMP_3189	nonAMP_8230
nonAMP_3193	nonAMP_3193
nonAMP_3195	nonAMP_3195
nonAMP_3301	nonAMP_3301
nonAMP_3303	nonAMP_3303
nonAMP_3308	nonAMP_3308
nonAMP_3311	nonAMP_3311
nonAMP_3312	nonAMP_3312
nonAMP_3312	nonAMP_4876
nonAMP_3314	nonAMP_3314
nonAMP_3314	nonAMP_3364
nonAMP_3314	nonAMP_7852
nonAMP_3318	nonAMP_3318
nonAMP_3318	nonAMP_8670
nonAMP_3318	nonAMP_8820
nonAMP_3319	nonAMP_3319
nonAMP_3320	nonAMP_3320
nonAMP_3320	nonAMP_3476
nonAMP_3320	nonAMP_5785
nonAMP_3320	nonAMP_8873
nonAMP_3320	nonAMP_3509
nonAMP_3320	nonAMP_4629
nonAMP_3321	nonAMP_3321
nonAMP_3327	nonAMP_3327
nonAMP_3329	nonAMP_3329
nonAMP_3330	nonAMP_3330
nonAMP_3338	nonAMP_3338
nonAMP_3338	nonAMP_189
nonAMP_3338	nonAMP_5423
nonAMP_3338	nonAMP_6565
nonAMP_3338	nonAMP_7066
nonAMP_3340	nonAMP_3340
nonAMP_3341	nonAMP_3341
nonAMP_3345	nonAMP_3345
nonAMP_3347	nonAMP_3347
nonAMP_3348	nonAMP_3348
nonAMP_3350	nonAMP_3350
nonAMP_3353	nonAMP_3353
nonAMP_3357	nonAMP_3357
nonAMP_3357	nonAMP_6870
nonAMP_3357	nonAMP_8260
nonAMP_3361	nonAMP_3361
nonAMP_3362	nonAMP_3362
nonAMP_3362	nonAMP_5099
nonAMP_3362	nonAMP_6320
nonAMP_3363	nonAMP_3363
nonAMP_3365	nonAMP_3365
nonAMP_3366	nonAMP_3366
nonAMP_3366	nonAMP_1030
nonAMP_3366	nonAMP_3077
nonAMP_3367	nonAMP_3367
nonAMP_3368	nonAMP_3368
nonAMP_3369	nonAMP_3369
nonAMP_3369	nonAMP_4243
nonAMP_3370	nonAMP_3370
nonAMP_3373	nonAMP_3373
nonAMP_3376	nonAMP_3376
nonAMP_3377	nonAMP_3377
nonAMP_3377	nonAMP_9135
nonAMP_3379	nonAMP_3379
nonAMP_3380	nonAMP_3380
nonAMP_3382	nonAMP_3382
nonAMP_3384	nonAMP_3384
nonAMP_3387	nonAMP_3387
nonAMP_3391	nonAMP_3391
nonAMP_3393	nonAMP_3393
nonAMP_3395	nonAMP_3395
nonAMP_3395	nonAMP_6429
nonAMP_3395	nonAMP_7124
nonAMP_3396	nonAMP_3396
nonAMP_3397	nonAMP_3397
nonAMP_3397	nonAMP_6243
nonAMP_4000	nonAMP_4000
nonAMP_4001	nonAMP_4001
nonAMP_4004	nonAMP_4004
nonAMP_4007	nonAMP_4007
nonAMP_4010	nonAMP_4010
nonAMP_4011	nonAMP_4011
nonAMP_4012	nonAMP_4012
nonAMP_4014	nonAMP_4014
nonAMP_4015	nonAMP_4015
nonAMP_4016	nonAMP_4016
nonAMP_4016	nonAMP_981
nonAMP_4019	nonAMP_4019
nonAMP_4019	nonAMP_2899
nonAMP_4020	nonAMP_4020
nonAMP_4022	nonAMP_4022
nonAMP_4024	nonAMP_4024
nonAMP_4024	nonAMP_4125
nonAMP_4025	nonAMP_4025
nonAMP_4030	nonAMP_4030
nonAMP_4030	nonAMP_2624
nonAMP_4030	nonAMP_4454
nonAMP_4035	nonAMP_4035
nonAMP_4039	nonAMP_4039
nonAMP_4040	nonAMP_4040
nonAMP_4041	nonAMP_4041
nonAMP_4043	nonAMP_4043
nonAMP_4045	nonAMP_4045
